ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
Q6ZRR9	doublecortin domain containing 5(DCDC5)	Homo sapiens				GO:0035556~intracellular signal transduction,	GO:0005622~intracellular,GO:0005737~cytoplasm,		IPR000772:Ricin B lectin domain,IPR003533:Doublecortin domain,				SM00537:DCX,	Complete proteome,Reference proteome,Repeat,
Q13115	dual specificity phosphatase 4(DUSP4)	Homo sapiens		h_dspPathway:Regulation of MAP Kinase Pathways Through Dual Specificity Phosphatases,		GO:0000188~inactivation of MAPK activity,GO:0001706~endoderm formation,GO:0016311~dephosphorylation,GO:0035335~peptidyl-tyrosine dephosphorylation,GO:0035970~peptidyl-threonine dephosphorylation,GO:0070373~negative regulation of ERK1 and ERK2 cascade,	GO:0005634~nucleus,GO:0005654~nucleoplasm,	GO:0004725~protein tyrosine phosphatase activity,GO:0008330~protein tyrosine/threonine phosphatase activity,GO:0016791~phosphatase activity,GO:0017017~MAP kinase tyrosine/serine/threonine phosphatase activity,GO:1990439~MAP kinase threonine phosphatase activity,	IPR000340:Dual specificity phosphatase, catalytic domain,IPR000387:Protein-tyrosine/Dual specificity phosphatase,IPR001763:Rhodanese-like domain,IPR003595:Protein-tyrosine phosphatase, catalytic,IPR008343:Mitogen-activated protein (MAP) kinase phosphatase,IPR016130:Protein-tyrosine phosphatase, active site,IPR020422:Dual specificity phosphatase, subgroup, catalytic domain,IPR024950:Dual specificity phosphatase,	hsa04010:MAPK signaling pathway,		PIRSF000939:dual specificity protein phosphatase (MAP kinase phosphatase),	SM00195:DSPc,SM00404:PTPc_motif,SM00450:RHOD,	3D-structure,Alternative splicing,Complete proteome,Hydrolase,Nucleus,Phosphoprotein,Protein phosphatase,Reference proteome,	active site:Phosphocysteine intermediate,chain:Dual specificity protein phosphatase 4,domain:Rhodanese,domain:Tyrosine-protein phosphatase,helix,sequence conflict,strand,turn,
Q7ZWE6	dystrobrevin binding protein 1a(dtnbp1a)	Danio rerio				GO:0008089~anterograde axonal transport,GO:0031175~neuron projection development,GO:0048490~anterograde synaptic vesicle transport,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005768~endosome,GO:0005783~endoplasmic reticulum,GO:0005886~plasma membrane,GO:0010008~endosome membrane,GO:0014069~postsynaptic density,GO:0016020~membrane,GO:0030054~cell junction,GO:0030672~synaptic vesicle membrane,GO:0031083~BLOC-1 complex,GO:0031410~cytoplasmic vesicle,GO:0033162~melanosome membrane,GO:0045202~synapse,GO:0045211~postsynaptic membrane,GO:1904115~axon cytoplasm,		IPR007531:Dysbindin,					Cell junction,Cell membrane,Coiled coil,Complete proteome,Cytoplasm,Cytoplasmic vesicle,Endoplasmic reticulum,Endosome,Membrane,Nucleus,Postsynaptic cell membrane,Reference proteome,Synapse,	chain:Dysbindin-A,
P26632	early growth response 1(egr1)	Danio rerio			Transcription / Cell division and chromosome partitioning,	GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0043010~camera-type eye development,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048703~embryonic viscerocranium morphogenesis,GO:0060059~embryonic retina morphogenesis in camera-type eye,	GO:0005634~nucleus,GO:0005737~cytoplasm,	GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0008270~zinc ion binding,GO:0010385~double-stranded methylated DNA binding,GO:0043565~sequence-specific DNA binding,GO:0044729~hemi-methylated DNA-binding,GO:0046872~metal ion binding,GO:1990841~promoter-specific chromatin binding,	IPR007087:Zinc finger, C2H2,IPR013087:Zinc finger C2H2-type/integrase DNA-binding domain,IPR015880:Zinc finger, C2H2-like,IPR021839:Protein of unknown function DUF3432,IPR021849:Protein of unknown function DUF3446,				SM00355:ZnF_C2H2,	Activator,Complete proteome,DNA-binding,Metal-binding,Nucleus,Reference proteome,Repeat,Transcription,Transcription regulation,Zinc,Zinc-finger,	chain:Early growth response protein 1,compositionally biased region:Poly-Ser,sequence conflict,zinc finger region:C2H2-type 1,zinc finger region:C2H2-type 2,zinc finger region:C2H2-type 3,
P13804	electron transfer flavoprotein alpha subunit(ETFA)	Homo sapiens			Energy production and conversion,	GO:0022904~respiratory electron transport chain,GO:0033539~fatty acid beta-oxidation using acyl-CoA dehydrogenase,GO:0055088~lipid homeostasis,	GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0070062~extracellular exosome,	GO:0000062~fatty-acyl-CoA binding,GO:0003995~acyl-CoA dehydrogenase activity,GO:0005515~protein binding,GO:0009055~electron carrier activity,GO:0016491~oxidoreductase activity,GO:0050660~flavin adenine dinucleotide binding,GO:0052890~oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor,	IPR001308:Electron transfer flavoprotein, alpha subunit,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold,IPR014730:Electron transfer flavoprotein, alpha/beta-subunit, N-terminal,IPR014731:Electron transfer flavoprotein, alpha subunit, C-terminal,IPR018206:Electron transfer flavoprotein, alpha subunit, C-terminal, conserved site,		231680~Glutaric acidemia IIA,	PIRSF000089:electron transfer flavoprotein, alpha subunit,	SM00893:SM00893,	3D-structure,Acetylation,Alternative splicing,Complete proteome,Direct protein sequencing,Disease mutation,Electron transport,FAD,Flavoprotein,Glutaricaciduria,Mitochondrion,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transit peptide,Transport,	chain:Electron transfer flavoprotein subunit alpha, mitochondrial,helix,modified residue,nucleotide phosphate-binding region:FAD,sequence variant,strand,transit peptide:Mitochondrion,turn,
Q68FU3	electron transfer flavoprotein beta subunit(Etfb)	Rattus norvegicus				GO:0033539~fatty acid beta-oxidation using acyl-CoA dehydrogenase,GO:0055114~oxidation-reduction process,	GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0017133~mitochondrial electron transfer flavoprotein complex,GO:0043231~intracellular membrane-bounded organelle,GO:0070062~extracellular exosome,	GO:0009055~electron carrier activity,	IPR000049:Electron transfer flavoprotein, beta-subunit, conserved site,IPR012255:Electron transfer flavoprotein, beta subunit,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold,IPR014730:Electron transfer flavoprotein, alpha/beta-subunit, N-terminal,			PIRSF000090:electron transfer flavoprotein, beta subunit,	SM00893:SM00893,	Acetylation,Complete proteome,Electron transport,FAD,Flavoprotein,Methylation,Mitochondrion,Phosphoprotein,Reference proteome,Transport,	chain:Electron transfer flavoprotein subunit beta,modified residue,
Q5RIC0	elongator acetyltransferase complex subunit 3(elp3)	Danio rerio				GO:0002098~tRNA wobble uridine modification,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0006368~transcription elongation from RNA polymerase II promoter,GO:0007399~nervous system development,GO:0007409~axonogenesis,	GO:0000123~histone acetyltransferase complex,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0008023~transcription elongation factor complex,GO:0033588~Elongator holoenzyme complex,	GO:0003824~catalytic activity,GO:0004402~histone acetyltransferase activity,GO:0008080~N-acetyltransferase activity,GO:0008607~phosphorylase kinase regulator activity,GO:0016740~transferase activity,GO:0016746~transferase activity, transferring acyl groups,GO:0046872~metal ion binding,GO:0051536~iron-sulfur cluster binding,	IPR000182:GNAT domain,IPR005910:Histone acetyltransferase ELP3,IPR006638:Elongator protein 3/MiaB/NifB,IPR007197:Radical SAM,IPR016181:Acyl-CoA N-acyltransferase,IPR023404:Radical SAM, alpha/beta horseshoe,			PIRSF005669:histone acetyltransferase with radical SAM domain, Elp3 type,	SM00729:Elp3,	Acyltransferase,Alternative splicing,Complete proteome,Iron,Iron-sulfur,Metal-binding,Neurogenesis,Nucleus,Reference proteome,S-adenosyl-L-methionine,Transcription,Transcription regulation,Transferase,	chain:Elongator complex protein 3,domain:N-acetyltransferase,metal ion-binding site:Iron-sulfur (4Fe-4S-S-AdoMet),sequence conflict,splice variant,
Q566T0	embryonic ectoderm development(eed)	Danio rerio				GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0016568~chromatin modification,GO:0016569~covalent chromatin modification,	GO:0005634~nucleus,GO:0035098~ESC/E(Z) complex,		IPR001680:WD40 repeat,IPR015943:WD40/YVTN repeat-like-containing domain,IPR017986:WD40-repeat-containing domain,IPR019775:WD40 repeat, conserved site,				SM00320:WD40,	Chromatin regulator,Complete proteome,Nucleus,Reference proteome,Repeat,Repressor,Transcription,Transcription regulation,WD repeat,	chain:Polycomb protein eed,repeat:WD 1,repeat:WD 2,repeat:WD 3,repeat:WD 4,repeat:WD 5,repeat:WD 6,repeat:WD 7,
P60509	endogenous retrovirus group PABLB member 1(ERVPABLB-1)	Homo sapiens					GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR018154:TLV/ENV coat polyprotein,					Cell membrane,Complete proteome,Disulfide bond,ERV,Glycoprotein,Membrane,Reference proteome,Transmembrane,Transmembrane helix,Transposable element,
Q1LUM3	endonuclease, polyU-specific C(endouc)	Danio rerio					GO:0005576~extracellular region,	GO:0003723~RNA binding,GO:0004518~nuclease activity,GO:0004519~endonuclease activity,GO:0004521~endoribonuclease activity,GO:0016787~hydrolase activity,GO:0016788~hydrolase activity, acting on ester bonds,GO:0042578~phosphoric ester hydrolase activity,GO:0043765~T/G mismatch-specific endonuclease activity,GO:0044824~retroviral 3' processing activity,GO:0046872~metal ion binding,	IPR018998:Endoribonuclease XendoU,					Complete proteome,Endonuclease,Glycoprotein,Hydrolase,Manganese,Metal-binding,Nuclease,Reference proteome,RNA-binding,Secreted,Signal,
B5DGQ7	enolase 3-2(LOC100194636)	Salmo salar				GO:0006096~glycolytic process,	GO:0000015~phosphopyruvate hydratase complex,	GO:0000287~magnesium ion binding,GO:0004634~phosphopyruvate hydratase activity,	IPR000941:Enolase,IPR020809:Enolase, conserved site,IPR020810:Enolase, C-terminal,IPR020811:Enolase, N-terminal,			PIRSF001400:enolase,	SM01192:SM01192,SM01193:SM01193,	Allergen,Cytoplasm,Direct protein sequencing,Glycolysis,Lyase,Magnesium,Metal-binding,
Q62651	enoyl-CoA hydratase 1(Ech1)	Rattus norvegicus			Lipid metabolism,	GO:0006635~fatty acid beta-oxidation,GO:0009062~fatty acid catabolic process,	GO:0005739~mitochondrion,GO:0005777~peroxisome,GO:0016020~membrane,GO:0070062~extracellular exosome,	GO:0005102~receptor binding,GO:0016853~isomerase activity,	IPR001753:Crotonase superfamily,IPR014748:Crontonase, C-terminal,IPR018376:Enoyl-CoA hydratase/isomerase, conserved site,	rno04146:Peroxisome,				3D-structure,Acetylation,Complete proteome,Direct protein sequencing,Fatty acid metabolism,Isomerase,Lipid metabolism,Mitochondrion,Peroxisome,Phosphoprotein,Reference proteome,Transit peptide,	binding site:Substrate; via amide nitrogen,chain:Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial,helix,modified residue,sequence conflict,short sequence motif:Microbody targeting signal,site:Important for catalytic activity,strand,transit peptide:Mitochondrion,
Q9ET47	espin(Espn)	Mus musculus				GO:0007605~sensory perception of sound,GO:0007626~locomotory behavior,GO:0030046~parallel actin filament bundle assembly,GO:0051017~actin filament bundle assembly,GO:0051491~positive regulation of filopodium assembly,GO:0051494~negative regulation of cytoskeleton organization,GO:0051639~actin filament network formation,	GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0005902~microvillus,GO:0005903~brush border,GO:0015629~actin cytoskeleton,GO:0030054~cell junction,GO:0031941~filamentous actin,GO:0032421~stereocilium bundle,GO:0032426~stereocilium tip,GO:0042995~cell projection,GO:0043197~dendritic spine,	GO:0003779~actin binding,GO:0005515~protein binding,GO:0017124~SH3 domain binding,GO:0051015~actin filament binding,	IPR000095:PAK-box/P21-Rho-binding,IPR002110:Ankyrin repeat,IPR003124:WH2 domain,IPR020683:Ankyrin repeat-containing domain,				SM00246:WH2,SM00248:ANK,	3D-structure,Actin-binding,Alternative splicing,ANK repeat,Cell junction,Cell projection,Coiled coil,Complete proteome,Cytoplasm,Cytoskeleton,Hearing,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,	chain:Espin,compositionally biased region:Poly-Ser,compositionally biased region:Pro-rich,domain:WH2,repeat:ANK 1,repeat:ANK 2,repeat:ANK 3,repeat:ANK 4,repeat:ANK 5,repeat:ANK 6,repeat:ANK 7,repeat:ANK 8,repeat:ANK 9,sequence conflict,splice variant,
Q9HDX3	esterase/lipase (predicted)(SPAPB1A11.02)	Schizosaccharomyces pombe 972h-				GO:0008152~metabolic process,		GO:0016787~hydrolase activity,	IPR013094:Alpha/beta hydrolase fold-3,					Complete proteome,Hydrolase,Reference proteome,	chain:AB hydrolase superfamily protein B1A11.02,
Q9D4V0	ethanolamine kinase 1(Etnk1)	Mus musculus				GO:0006629~lipid metabolic process,GO:0006646~phosphatidylethanolamine biosynthetic process,GO:0008654~phospholipid biosynthetic process,GO:0016310~phosphorylation,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0000166~nucleotide binding,GO:0004305~ethanolamine kinase activity,GO:0005524~ATP binding,GO:0016301~kinase activity,GO:0016740~transferase activity,	IPR011009:Protein kinase-like domain,	mmu00564:Glycerophospholipid metabolism,mmu01100:Metabolic pathways,				ATP-binding,Complete proteome,Cytoplasm,Kinase,Lipid biosynthesis,Lipid metabolism,Membrane,Nucleotide-binding,Phospholipid biosynthesis,Phospholipid metabolism,Proteomics identification,Reference proteome,Transferase,Transmembrane,Transmembrane helix,	chain:Ethanolamine kinase 1,compositionally biased region:Poly-Val,modified residue,
Q9DCM0	ethylmalonic encephalopathy 1(Ethe1)	Mus musculus				GO:0006749~glutathione metabolic process,GO:0055114~oxidation-reduction process,GO:0070813~hydrogen sulfide metabolic process,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,	GO:0005506~iron ion binding,GO:0016491~oxidoreductase activity,GO:0046872~metal ion binding,GO:0050313~sulfur dioxygenase activity,GO:0051213~dioxygenase activity,	IPR001279:Beta-lactamase-like,	mmu00920:Sulfur metabolism,			SM00849:SM00849,	Acetylation,Complete proteome,Cytoplasm,Dioxygenase,Metal-binding,Mitochondrion,Nucleus,Oxidoreductase,Phosphoprotein,Reference proteome,Transit peptide,	chain:Protein ETHE1, mitochondrial,metal ion-binding site:Zinc 1,metal ion-binding site:Zinc 2,modified residue,transit peptide:Mitochondrion,
Q90705	eukaryotic translation elongation factor 2(EEF2)	Gallus gallus			Translation, ribosomal structure and biogenesis,	GO:0002244~hematopoietic progenitor cell differentiation,GO:0006412~translation,GO:0006414~translational elongation,GO:0045727~positive regulation of translation,	GO:0005622~intracellular,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005844~polysome,GO:0005886~plasma membrane,GO:0016235~aggresome,GO:0070062~extracellular exosome,	GO:0003746~translation elongation factor activity,GO:0003924~GTPase activity,GO:0005525~GTP binding,GO:0044822~poly(A) RNA binding,	IPR000640:Translation elongation factor EFG, V domain,IPR000795:Elongation factor, GTP-binding domain,IPR004161:Translation elongation factor EFTu/EF1A, domain 2,IPR005225:Small GTP-binding protein domain,IPR005517:Translation elongation factor EFG/EF2, domain IV,IPR009000:Translation elongation/initiation factor/Ribosomal, beta-barrel,IPR009022:Elongation factor G, III-V domain,IPR014721:Ribosomal protein S5 domain 2-type fold, subgroup,IPR020568:Ribosomal protein S5 domain 2-type fold,IPR027417:P-loop containing nucleoside triphosphate hydrolase,				SM00838:SM00838,SM00889:SM00889,	Complete proteome,Cytoplasm,Direct protein sequencing,Elongation factor,GTP-binding,Nucleotide-binding,Phosphoprotein,Protein biosynthesis,Reference proteome,	chain:Elongation factor 2,modified residue,nucleotide phosphate-binding region:GTP,
A2VD00	eukaryotic translation initiation factor 3 subunit A S homeolog(eif3a.S)	Xenopus laevis			DNA replication, recombination, and repair,	GO:0001731~formation of translation preinitiation complex,GO:0001732~formation of cytoplasmic translation initiation complex,GO:0006446~regulation of translational initiation,	GO:0005852~eukaryotic translation initiation factor 3 complex,GO:0016282~eukaryotic 43S preinitiation complex,GO:0033290~eukaryotic 48S preinitiation complex,	GO:0003743~translation initiation factor activity,	IPR000717:Proteasome component (PCI) domain,IPR027512:Eukaryotic translation initiation factor 3 subunit A,	xla03013:RNA transport,			SM00088:PINT,	Cytoplasm,Initiation factor,Protein biosynthesis,Repeat,	chain:Eukaryotic translation initiation factor 3 subunit A,compositionally biased region:Asp-rich,compositionally biased region:Glu-rich,domain:PCI,region of interest:26 X 10 AA approximate tandem repeats of [DE]-[DE]-[DE]-R-[GTV]-[PS]-R-R-G- [AFGLM],repeat:10; approximate,repeat:11,repeat:12,repeat:13,repeat:14,repeat:15,repeat:16,repeat:17,repeat:18,repeat:19,repeat:1; approximate,repeat:2,repeat:20,repeat:21,repeat:22; approximate,repeat:23,repeat:24,repeat:25,repeat:26,repeat:3,repeat:4,repeat:5,repeat:6,repeat:7,repeat:8,repeat:9,
